log_id,timestamp,staff_id,staff_name,action,resource_type,resource_id,nhs_number,ip_address,system,authorized,access_reason,created_at
1efe0d65-9ba7-4673-acd7-1f017c1e7699,2025-04-25 22:40:34,deead945-ee6f-4318-83f7-3c84482a29fc,Scott Morris,View Test Results,Patient Record,267fd393-da77-4f21-9bf7-8e25b8e879d0,632-195-2972,146.8.31.163,Electronic Health Record,True,Clinical Care,2025-04-25 22:40:34
e2b17cdd-3efd-44f6-a499-cb8ba6d9fb4f,2025-04-09 02:29:17,c58dac46-9dc8-480b-8abe-02de65bc6f78,Alexandra Bibi,Edit Patient Consent,Patient Record,bbc85f99-73e5-4c04-a752-def71cd3efe1,528-422-6861,205.135.16.37,Patient Portal,True,Clinical Care,2025-04-09 02:29:17
5dc1172d-8778-4928-9981-c02511b0b331,2025-04-22 14:09:52,16577a27-da14-481b-88f6-3530ada23ac3,Alison Baker,Download Medical History,Patient Record,a92961e0-0732-447d-80c5-cc552d1b403f,590-373-6650,60.68.69.235,Laboratory System,True,Clinical Care,2025-04-22 14:09:52
8bbda0de-5ad2-4bc7-84fc-5d633645ca04,2025-04-11 03:26:04,852bcb5e-708f-4d48-96d2-c19d3072a23d,Marilyn Gray,Edit Patient Consent,Patient Record,03384811-f9b0-438f-a953-ce1a17f8848d,679-390-8932,128.180.194.106,Pharmacy System,True,Clinical Care,2025-04-11 03:26:04
d4f8b057-112b-4aa9-b68b-d28c3ef81c1f,2025-04-26 18:22:42,c58dac46-9dc8-480b-8abe-02de65bc6f78,Alexandra Bibi,Edit Patient Consent,Patient Record,950b6947-156c-4903-a164-af2c1cc8aa67,954-471-9239,176.241.232.146,Patient Portal,True,Clinical Care,2025-04-26 18:22:42
94f7605a-26c9-412f-a6ef-bbc28d9eb39b,2025-04-02 12:30:59,c58dac46-9dc8-480b-8abe-02de65bc6f78,Alexandra Bibi,View Patient Record,Patient Record,517fa09f-562e-40db-9c24-2078c3b88ea9,781-152-3710,11.178.60.7,Patient Portal,True,Clinical Care,2025-04-02 12:30:59
7fc0baba-95e9-4fb7-9678-022ca131129b,2025-04-15 11:53:36,db572e88-202c-4988-a12c-607d239df35b,Terence Hopkins,Prescribe Medication,Patient Record,150a1e8e-8810-49a2-95aa-7ad143242b63,429-196-5591,7.26.45.128,Pharmacy System,True,Clinical Care,2025-04-15 11:53:36
ea100a18-a47a-4503-b61d-06a881fc5e7c,2025-04-22 11:34:44,1d5e89e7-61ac-4dad-b572-de6a62088f5c,Christopher Kelly,Schedule Appointment,Patient Record,ecc6fe52-9d8a-4d71-b891-9618978d4b29,905-314-9993,4.4.206.102,Patient Portal,True,Clinical Care,2025-04-22 11:34:44
f120cc6c-986b-49fd-97b4-d30dfc7c79ef,2025-04-02 23:37:15,d212daf3-b689-40e8-9643-a8b949792097,Connor Fry,Edit Patient Consent,Patient Record,c1a3f283-5074-4f00-ba82-0f161ddd02ae,923-425-3905,137.134.93.84,Electronic Health Record,True,Clinical Care,2025-04-02 23:37:15
5f31ecc9-2993-4bf4-b8b0-28a4636882ce,2025-04-14 06:58:20,852bcb5e-708f-4d48-96d2-c19d3072a23d,Marilyn Gray,Download Medical History,Patient Record,80944f9e-3c09-4e4a-b75a-227391c8e7d0,529-727-9492,187.87.191.138,Electronic Health Record,True,Clinical Care,2025-04-14 06:58:20
d2a5aad1-62c9-492c-9af2-72260935520e,2025-04-20 14:03:57,1d5e89e7-61ac-4dad-b572-de6a62088f5c,Christopher Kelly,Edit Patient Consent,Patient Record,4515a116-c393-4848-a4f2-4052446d73b3,916-929-3652,143.179.216.125,Patient Portal,True,Clinical Care,2025-04-20 14:03:57
7bf0c8de-85e6-47ec-a4d1-028b1157d9d8,2025-04-21 17:01:20,1d5e89e7-61ac-4dad-b572-de6a62088f5c,Christopher Kelly,Update Patient Demographics,Patient Record,8d420b24-b9f9-4cf8-ad3f-5a60368bcf57,682-761-8128,118.160.235.139,Electronic Health Record,True,Clinical Care,2025-04-21 17:01:20
5c73c36d-5bb6-4010-99ac-7f2c6c88da9e,2025-04-11 05:37:57,d212daf3-b689-40e8-9643-a8b949792097,Connor Fry,Cancel Appointment,Patient Record,7d56f4b9-eb3e-4bcb-a458-5f8eca805cde,704-446-7369,62.144.136.45,Electronic Health Record,True,Clinical Care,2025-04-11 05:37:57
1c2db16d-1d2f-4b31-9a1b-f44fbfec6142,2025-04-21 03:16:09,16577a27-da14-481b-88f6-3530ada23ac3,Alison Baker,View Test Results,Patient Record,70839217-205f-47b5-8b05-0de7cc30fae0,905-267-5000,86.119.79.240,Patient Portal,True,Clinical Care,2025-04-21 03:16:09
6294e75d-a30f-4125-8ad7-a594f198e964,2025-04-06 20:54:35,1d5e89e7-61ac-4dad-b572-de6a62088f5c,Christopher Kelly,View Test Results,Patient Record,147a0962-3165-4e82-a21e-53c85a43be69,627-431-2105,168.15.244.151,Patient Portal,True,Clinical Care,2025-04-06 20:54:35
d033d7b0-b299-40a3-9910-6a2a0339b0d1,2025-04-17 22:31:41,db572e88-202c-4988-a12c-607d239df35b,Terence Hopkins,Cancel Appointment,Patient Record,a356986c-519c-42f0-9ba6-bd7e02da641a,555-624-6178,106.7.109.63,Electronic Health Record,True,Clinical Care,2025-04-17 22:31:41
4b4c216e-4c9d-44e3-8bc1-c4f4e08bddc6,2025-04-19 22:26:02,db572e88-202c-4988-a12c-607d239df35b,Terence Hopkins,Add Medical Notes,Patient Record,80bfe1b5-ed64-47d7-b045-f8ccb4a68f29,471-844-7060,11.30.167.157,Patient Portal,True,Clinical Care,2025-04-19 22:26:02
36aabc44-a9b1-4c14-b431-848576b26995,2025-04-22 03:17:49,852bcb5e-708f-4d48-96d2-c19d3072a23d,Marilyn Gray,Add Medical Notes,Patient Record,95e2bebb-7a7e-487c-9010-782f8e9c414c,907-826-8139,167.238.197.170,Pharmacy System,True,Clinical Care,2025-04-22 03:17:49
4fc3f930-fba4-48a3-a035-5d2960e11a7b,2025-04-06 14:30:56,31785a8c-727f-4157-97e4-fab469560461,Scott Mitchell,View Patient Record,Patient Record,82237a28-9f41-4f2c-9821-47858ff7120b,794-381-2971,18.153.103.3,Pharmacy System,True,Clinical Care,2025-04-06 14:30:56
a8bf8110-04eb-4ee0-b4ca-2c4ebe41a4f5,2025-04-14 17:03:36,3534af73-6adc-4a69-ba36-641e3aae2b17,Nicole Ford,Schedule Appointment,Patient Record,e0f7c894-06fe-4e90-97d2-f81ea30515a7,816-755-5709,115.91.144.226,Laboratory System,True,Clinical Care,2025-04-14 17:03:36
93d990e3-d2a5-470f-8076-9016fbd80e39,2025-04-06 21:20:16,db572e88-202c-4988-a12c-607d239df35b,Terence Hopkins,Update Patient Demographics,Patient Record,517fa09f-562e-40db-9c24-2078c3b88ea9,781-152-3710,29.141.225.250,Pharmacy System,True,Clinical Care,2025-04-06 21:20:16
f9c8957d-f49d-453b-857d-1c04bd8a66b8,2025-04-07 08:26:39,31785a8c-727f-4157-97e4-fab469560461,Scott Mitchell,View Test Results,Patient Record,f7215183-e5e4-4f7a-9cc0-2d92f586eca4,504-690-6546,105.4.6.148,Electronic Health Record,True,Clinical Care,2025-04-07 08:26:39
cb62399a-efba-4b31-ac52-f992ef804ec8,2025-04-23 21:21:58,852bcb5e-708f-4d48-96d2-c19d3072a23d,Marilyn Gray,Download Medical History,Patient Record,75a3960e-95a2-4287-9d9b-e5448a3f150a,414-624-1120,2.108.198.101,Pharmacy System,True,Clinical Care,2025-04-23 21:21:58
a6c2c3a1-9c50-48bd-8b11-65269a7dab28,2025-04-01 12:11:53,db572e88-202c-4988-a12c-607d239df35b,Terence Hopkins,View Patient Record,Patient Record,d6fc145b-94db-4c09-9dbc-8980a62c26a1,843-905-8207,211.28.111.168,Pharmacy System,True,Clinical Care,2025-04-01 12:11:53
74ed06dd-092e-4e98-be30-69cc9658d2e1,2025-03-30 17:37:35,852bcb5e-708f-4d48-96d2-c19d3072a23d,Marilyn Gray,Add Medical Notes,Patient Record,03ecbe1f-0bdc-4597-8cfe-cfcb9a545bb3,458-315-4747,83.46.113.43,Laboratory System,True,Clinical Care,2025-03-30 17:37:35
b4c1c16f-1bee-4e12-b833-db5fbe152cf7,2025-04-11 01:49:18,6dc32cc0-0346-4f3a-b289-28b3b4caa228,Dominic Bond,View Patient Record,Patient Record,9703dd32-a950-48d9-8f82-5ac5a049437a,991-263-4191,215.110.208.179,Laboratory System,True,Clinical Care,2025-04-11 01:49:18
f6d3262c-a75d-41c6-8874-0cd549c92f8c,2025-04-25 11:23:53,d212daf3-b689-40e8-9643-a8b949792097,Connor Fry,Schedule Appointment,Patient Record,80944f9e-3c09-4e4a-b75a-227391c8e7d0,529-727-9492,73.54.190.28,Patient Portal,True,Clinical Care,2025-04-25 11:23:53
66508685-c119-4bb6-baee-99cbfee62b14,2025-04-12 13:50:19,852bcb5e-708f-4d48-96d2-c19d3072a23d,Marilyn Gray,Add Medical Notes,Patient Record,150a1e8e-8810-49a2-95aa-7ad143242b63,429-196-5591,74.136.229.150,Electronic Health Record,True,Clinical Care,2025-04-12 13:50:19
3204d59e-e973-40f7-bb99-b2d2cdbf291d,2025-04-08 23:40:17,852bcb5e-708f-4d48-96d2-c19d3072a23d,Marilyn Gray,Update Patient Demographics,Patient Record,e0f7c894-06fe-4e90-97d2-f81ea30515a7,816-755-5709,99.246.40.28,Patient Portal,True,Clinical Care,2025-04-08 23:40:17
e9b3caf4-ecbc-4d12-aea1-bd3698904d00,2025-04-16 22:59:13,d212daf3-b689-40e8-9643-a8b949792097,Connor Fry,View Patient Record,Patient Record,7d56f4b9-eb3e-4bcb-a458-5f8eca805cde,704-446-7369,5.53.70.241,Electronic Health Record,True,Clinical Care,2025-04-16 22:59:13
5fdba076-0868-45ff-a097-a72aab0e0bbe,2025-04-06 13:37:28,852bcb5e-708f-4d48-96d2-c19d3072a23d,Marilyn Gray,View Test Results,Patient Record,98917065-6b47-421a-8701-63be91fcb974,837-106-8255,155.252.187.141,Laboratory System,True,Clinical Care,2025-04-06 13:37:28
d4de63f6-b54f-4aa0-ad07-9e46043815de,2025-04-10 01:43:49,c58dac46-9dc8-480b-8abe-02de65bc6f78,Alexandra Bibi,Prescribe Medication,Patient Record,a63e6b11-b516-4f6c-b0a8-b954497ce8c3,621-532-2805,189.18.114.188,Pharmacy System,True,Clinical Care,2025-04-10 01:43:49
23e74fd8-f050-4178-b486-9be4744415c6,2025-04-05 04:01:50,c58dac46-9dc8-480b-8abe-02de65bc6f78,Alexandra Bibi,Prescribe Medication,Patient Record,7ac8eebc-f4d8-4dc4-be3d-7358c52c12fc,549-640-4240,177.9.166.83,Electronic Health Record,True,Clinical Care,2025-04-05 04:01:50
02b149b4-363c-42c9-8cd6-cc8fb7f80852,2025-04-19 06:06:48,16577a27-da14-481b-88f6-3530ada23ac3,Alison Baker,View Test Results,Patient Record,3694622e-8c79-4578-9631-75cb32638b5c,438-717-5443,107.246.82.30,Pharmacy System,True,Clinical Care,2025-04-19 06:06:48
036ab304-a79e-4d96-aac8-38b216aeabed,2025-04-03 18:58:18,db572e88-202c-4988-a12c-607d239df35b,Terence Hopkins,Edit Patient Consent,Patient Record,70839217-205f-47b5-8b05-0de7cc30fae0,905-267-5000,164.148.57.234,Electronic Health Record,True,Clinical Care,2025-04-03 18:58:18
d6fc602f-40a8-4a69-9a4b-6bb45de62692,2025-04-23 20:05:13,d212daf3-b689-40e8-9643-a8b949792097,Connor Fry,Download Medical History,Patient Record,03384811-f9b0-438f-a953-ce1a17f8848d,679-390-8932,63.206.39.11,Pharmacy System,True,Clinical Care,2025-04-23 20:05:13
e3dbc68c-c161-42b9-8e04-a0e56bf87053,2025-04-13 05:09:38,d212daf3-b689-40e8-9643-a8b949792097,Connor Fry,Add Medical Notes,Patient Record,f12f0313-312a-41a9-858a-b8552471ed8c,697-604-8154,11.212.224.21,Pharmacy System,True,Clinical Care,2025-04-13 05:09:38
94b7ee66-b8b8-40a3-a30f-36b102c7daa0,2025-04-16 14:53:03,3534af73-6adc-4a69-ba36-641e3aae2b17,Nicole Ford,View Test Results,Patient Record,97000eff-2bad-4d30-b9a2-2b583bb7a2ea,991-190-3439,4.54.19.179,Electronic Health Record,True,Clinical Care,2025-04-16 14:53:03
cc5cff80-41ca-42ba-808e-3449cdce52ce,2025-04-28 03:05:09,6dc32cc0-0346-4f3a-b289-28b3b4caa228,Dominic Bond,Cancel Appointment,Patient Record,6d121daf-13ec-4759-9116-2c2279a500fe,703-249-2075,49.105.136.230,Patient Portal,True,Clinical Care,2025-04-28 03:05:09
6d17cb36-8ba3-4c8f-8490-82b5fa88117e,2025-04-22 05:57:34,31785a8c-727f-4157-97e4-fab469560461,Scott Mitchell,Edit Patient Consent,Patient Record,4280b71e-fbc8-46bc-b3b3-e718e83c9067,556-702-3524,52.200.219.165,Pharmacy System,True,Clinical Care,2025-04-22 05:57:34
adfaaf75-cfac-402e-9ca1-b9845a479e06,2025-04-20 08:31:19,16577a27-da14-481b-88f6-3530ada23ac3,Alison Baker,Schedule Appointment,Patient Record,f53f25d8-9e7a-4334-ad65-44efb2a5751f,624-584-5043,117.69.223.191,Patient Portal,False,Unauthorized Access,2025-04-20 08:31:19
dd7fc421-733d-45d7-9916-29457f6389f8,2025-04-27 20:25:39,6dc32cc0-0346-4f3a-b289-28b3b4caa228,Dominic Bond,Schedule Appointment,Patient Record,517fa09f-562e-40db-9c24-2078c3b88ea9,781-152-3710,218.241.161.204,Patient Portal,True,Clinical Care,2025-04-27 20:25:39
c1cab83e-9025-4993-8269-b67731979c6d,2025-04-19 23:01:46,db572e88-202c-4988-a12c-607d239df35b,Terence Hopkins,Edit Patient Consent,Patient Record,dd1a2ec2-bd8e-43f5-9356-326b35f5cc1d,543-167-8189,155.24.224.184,Pharmacy System,True,Clinical Care,2025-04-19 23:01:46
f17875a6-d6df-486e-a9be-b79b36c322cb,2025-03-30 20:38:17,16577a27-da14-481b-88f6-3530ada23ac3,Alison Baker,Cancel Appointment,Patient Record,97000eff-2bad-4d30-b9a2-2b583bb7a2ea,991-190-3439,132.217.41.229,Patient Portal,True,Clinical Care,2025-03-30 20:38:17
361dba24-aa7a-404b-aad0-8ba86011b9fa,2025-04-12 09:30:30,d212daf3-b689-40e8-9643-a8b949792097,Connor Fry,Schedule Appointment,Patient Record,4280b71e-fbc8-46bc-b3b3-e718e83c9067,556-702-3524,214.227.176.96,Patient Portal,True,Clinical Care,2025-04-12 09:30:30
e3121456-3507-4d76-89de-c3ab71090a39,2025-04-07 10:06:29,6dc32cc0-0346-4f3a-b289-28b3b4caa228,Dominic Bond,Update Patient Demographics,Patient Record,40c1a845-3acd-4912-93cf-e1792c0c66cf,573-155-6533,9.253.203.193,Patient Portal,True,Clinical Care,2025-04-07 10:06:29
28d5910a-a3f6-4784-9783-e6281e58dce0,2025-03-31 20:12:17,d212daf3-b689-40e8-9643-a8b949792097,Connor Fry,Prescribe Medication,Patient Record,70839217-205f-47b5-8b05-0de7cc30fae0,905-267-5000,117.10.228.70,Electronic Health Record,True,Clinical Care,2025-03-31 20:12:17
bf18a6da-4656-425a-9018-b93024da2fbe,2025-04-16 05:33:29,db572e88-202c-4988-a12c-607d239df35b,Terence Hopkins,Download Medical History,Patient Record,f7215183-e5e4-4f7a-9cc0-2d92f586eca4,504-690-6546,194.108.249.32,Pharmacy System,True,Clinical Care,2025-04-16 05:33:29
412ecb33-20f2-4a82-8c8e-017a9efeb868,2025-04-17 14:00:53,db572e88-202c-4988-a12c-607d239df35b,Terence Hopkins,View Patient Record,Patient Record,c8a7815e-ec88-4346-8a11-2340d4678295,802-504-5794,101.25.106.50,Pharmacy System,True,Clinical Care,2025-04-17 14:00:53
e6ccf1d4-8625-4f77-9778-605d88e0f6e5,2025-04-15 11:10:11,6dc32cc0-0346-4f3a-b289-28b3b4caa228,Dominic Bond,Cancel Appointment,Patient Record,3e3eba14-17e3-4090-9cae-2bc96f364624,528-716-4276,68.25.190.125,Laboratory System,True,Clinical Care,2025-04-15 11:10:11
3d46c604-41ba-4c15-aa43-62d114a78237,2025-04-19 13:44:51,31785a8c-727f-4157-97e4-fab469560461,Scott Mitchell,Schedule Appointment,Patient Record,7ac8eebc-f4d8-4dc4-be3d-7358c52c12fc,549-640-4240,152.163.163.221,Electronic Health Record,True,Clinical Care,2025-04-19 13:44:51
0ba5e2ee-898f-4116-bb0f-d058c0256714,2025-04-10 21:19:31,3534af73-6adc-4a69-ba36-641e3aae2b17,Nicole Ford,Update Patient Demographics,Patient Record,70a738dc-5ba0-410d-895c-d9e5598ffa76,750-430-6911,50.22.228.222,Electronic Health Record,True,Clinical Care,2025-04-10 21:19:31
d87626ec-3c1e-4aa6-bceb-4b83583bc84c,2025-04-25 07:59:38,db572e88-202c-4988-a12c-607d239df35b,Terence Hopkins,Schedule Appointment,Patient Record,03ecbe1f-0bdc-4597-8cfe-cfcb9a545bb3,458-315-4747,94.132.124.79,Electronic Health Record,True,Clinical Care,2025-04-25 07:59:38
b6c947c4-67bc-4aaf-84f8-073569e4cf37,2025-04-14 03:05:48,deead945-ee6f-4318-83f7-3c84482a29fc,Scott Morris,Cancel Appointment,Patient Record,6ed951ac-6155-4cdf-b807-852b5be62bef,710-725-9305,201.107.226.37,Laboratory System,True,Clinical Care,2025-04-14 03:05:48
2804ce5a-0999-445a-a4b7-bbdbd06eef81,2025-04-22 05:07:39,db572e88-202c-4988-a12c-607d239df35b,Terence Hopkins,View Test Results,Patient Record,879739e9-29bf-4a55-bc82-584d69216fda,645-419-1165,163.22.23.250,Laboratory System,True,Clinical Care,2025-04-22 05:07:39
4873b8f5-75ce-4e5c-91bd-a33d973a1eb7,2025-04-20 15:06:43,6dc32cc0-0346-4f3a-b289-28b3b4caa228,Dominic Bond,Download Medical History,Patient Record,03ba2dd1-63a6-4392-b710-7eded646d851,543-749-8869,137.39.30.84,Pharmacy System,True,Clinical Care,2025-04-20 15:06:43
b7e246bb-e6be-42d6-9b71-53fba32c69b6,2025-04-25 15:34:14,6dc32cc0-0346-4f3a-b289-28b3b4caa228,Dominic Bond,Cancel Appointment,Patient Record,8fdffaa7-98c6-4b98-8a67-779d37376e2a,440-509-9560,201.16.59.162,Patient Portal,True,Clinical Care,2025-04-25 15:34:14
86f576b4-8dfb-484e-9d00-75a3a55f6f7a,2025-04-02 04:54:46,16577a27-da14-481b-88f6-3530ada23ac3,Alison Baker,View Patient Record,Patient Record,d6fc145b-94db-4c09-9dbc-8980a62c26a1,843-905-8207,223.21.216.21,Laboratory System,True,Clinical Care,2025-04-02 04:54:46
ab0a4ae3-eabc-4127-a4ef-669b2cd42f2e,2025-04-16 18:23:51,6dc32cc0-0346-4f3a-b289-28b3b4caa228,Dominic Bond,Add Medical Notes,Patient Record,fe4f76aa-3b02-49d2-b903-78c0b3c6747b,834-230-8095,126.12.227.45,Electronic Health Record,True,Clinical Care,2025-04-16 18:23:51
ef20d87f-7fcd-4d6e-8569-a8ff365d2e78,2025-04-11 20:35:50,1d5e89e7-61ac-4dad-b572-de6a62088f5c,Christopher Kelly,View Patient Record,Patient Record,a4af7db3-c7b5-48d6-a356-086502bbbb29,717-158-7745,24.204.66.210,Laboratory System,True,Clinical Care,2025-04-11 20:35:50
36bcb6f8-cc87-49d7-8447-1ea864dfce4c,2025-04-22 12:11:06,c58dac46-9dc8-480b-8abe-02de65bc6f78,Alexandra Bibi,View Test Results,Patient Record,03ba2dd1-63a6-4392-b710-7eded646d851,543-749-8869,80.114.68.154,Patient Portal,True,Clinical Care,2025-04-22 12:11:06
f38d519e-ceca-4ad0-90df-9bb4e42e6b10,2025-04-10 17:12:37,3534af73-6adc-4a69-ba36-641e3aae2b17,Nicole Ford,Add Medical Notes,Patient Record,8b53fba5-75e8-4e1f-ad89-57d58d823ea7,701-460-3625,166.2.253.240,Laboratory System,True,Clinical Care,2025-04-10 17:12:37
62d0c3de-837b-41a8-a86e-df86ef2dd320,2025-04-16 03:54:40,d212daf3-b689-40e8-9643-a8b949792097,Connor Fry,Add Medical Notes,Patient Record,8ceea46a-0a22-4c19-b71d-faa807ef69b2,941-612-6494,46.100.41.97,Electronic Health Record,True,Clinical Care,2025-04-16 03:54:40
9c8ae439-9634-4e06-87c5-295c770157da,2025-04-18 16:01:06,31785a8c-727f-4157-97e4-fab469560461,Scott Mitchell,Edit Patient Consent,Patient Record,03ba2dd1-63a6-4392-b710-7eded646d851,543-749-8869,145.83.167.212,Electronic Health Record,False,Unauthorized Access,2025-04-18 16:01:06
5acec6cd-fcf6-4d51-813b-9d828685fa60,2025-04-04 13:18:34,16577a27-da14-481b-88f6-3530ada23ac3,Alison Baker,Schedule Appointment,Patient Record,b6e682e9-d7dd-4cd9-bb7d-1bc2b2e34b8c,768-737-9557,162.213.146.16,Laboratory System,True,Clinical Care,2025-04-04 13:18:34
f2d4366e-3cbb-46bc-91f7-053a3d87165e,2025-04-23 20:13:36,deead945-ee6f-4318-83f7-3c84482a29fc,Scott Morris,Schedule Appointment,Patient Record,950b6947-156c-4903-a164-af2c1cc8aa67,954-471-9239,27.198.136.159,Laboratory System,True,Clinical Care,2025-04-23 20:13:36
3ac3177b-956e-4dc1-9468-ec5d34428c4b,2025-04-03 04:56:04,c58dac46-9dc8-480b-8abe-02de65bc6f78,Alexandra Bibi,View Patient Record,Patient Record,03384811-f9b0-438f-a953-ce1a17f8848d,679-390-8932,49.118.9.54,Pharmacy System,True,Clinical Care,2025-04-03 04:56:04
c6bdb6ba-e841-465d-8194-a48e7a3ab4af,2025-04-02 10:09:52,31785a8c-727f-4157-97e4-fab469560461,Scott Mitchell,Edit Patient Consent,Patient Record,8d420b24-b9f9-4cf8-ad3f-5a60368bcf57,682-761-8128,61.109.132.175,Pharmacy System,True,Clinical Care,2025-04-02 10:09:52
62546be6-46be-4a9d-bfdb-43cb7847f578,2025-03-31 07:26:12,deead945-ee6f-4318-83f7-3c84482a29fc,Scott Morris,Update Patient Demographics,Patient Record,3e3eba14-17e3-4090-9cae-2bc96f364624,528-716-4276,56.166.180.98,Laboratory System,True,Clinical Care,2025-03-31 07:26:12
97e664cd-894f-411d-9805-5e3bda434bed,2025-04-27 02:50:47,1d5e89e7-61ac-4dad-b572-de6a62088f5c,Christopher Kelly,Schedule Appointment,Patient Record,6ed951ac-6155-4cdf-b807-852b5be62bef,710-725-9305,69.194.167.116,Patient Portal,True,Clinical Care,2025-04-27 02:50:47
c17481f6-7972-44eb-857d-085e503cc2eb,2025-04-02 03:32:45,16577a27-da14-481b-88f6-3530ada23ac3,Alison Baker,Prescribe Medication,Patient Record,f7215183-e5e4-4f7a-9cc0-2d92f586eca4,504-690-6546,181.192.55.165,Laboratory System,True,Clinical Care,2025-04-02 03:32:45
62309f57-3cf5-4316-bd64-2f4483186bc7,2025-04-08 20:53:36,deead945-ee6f-4318-83f7-3c84482a29fc,Scott Morris,Download Medical History,Patient Record,60e9a05f-9d30-47a0-9bed-176bf9265115,494-598-9546,91.156.146.147,Electronic Health Record,True,Clinical Care,2025-04-08 20:53:36
1b8dfd20-ac86-4de3-acb5-5857e577408b,2025-04-01 12:12:35,1d5e89e7-61ac-4dad-b572-de6a62088f5c,Christopher Kelly,View Patient Record,Patient Record,ecb7dfb6-8a00-49c6-b09c-b658c00a253b,835-801-2314,138.169.64.141,Laboratory System,True,Clinical Care,2025-04-01 12:12:35
